Date,Julian,Time,Hour,Site,Location,Temperature (C),Species ID,Grouping,Grouping_no,Count,"In Water (0=no, 1=yes)","Predation (0=no, 1=yes)",Comments
6/1/2022,152,6:16:44,6,Kent Falls Brook,MID,8,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/1/2022,152,2:51:54,2,Kent Falls Brook,MID,8,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/1/2022,152,2:53:05,2,Kent Falls Brook,MID,8,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/1/2022,152,18:28:51,18,Kent Falls Brook,MID,10,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/1/2022,152,2:14:21,2,Kent Falls Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
6/2/2022,153,18:04:25,18,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,3,1,0,
6/2/2022,153,13:48:50,13,Kent Falls Brook,DNS,16,Common Merganser,Common Merganser,3,2,1,0,
6/2/2022,153,10:27:22,10,Kent Falls Brook,UPS,17,Person,Person,5,1,0,0,
6/2/2022,153,10:08:15,10,Kent Falls Brook,MID,12,Person,Person,5,1,0,0,
6/2/2022,153,1:08:11,1,Kent Falls Brook,MID,7,Raccoon,Raccoon,6,1,0,0,
6/2/2022,153,2:22:02,2,Kent Falls Brook,MID,7,Raccoon,Raccoon,6,1,0,0,
6/2/2022,153,21:25:24,21,Kent Falls Brook,MID,11,Raccoon,Raccoon,6,1,0,0,
6/2/2022,153,22:11:40,22,Kent Falls Brook,UPS,17,Raccoon,Raccoon,6,1,1,0,
6/2/2022,153,21:44:23,21,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/2/2022,153,22:10:12,22,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/2/2022,153,23:26:27,23,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/3/2022,154,2:26:21,2,Kent Falls Brook,MID,10,Raccoon,Raccoon,6,1,0,0,
6/3/2022,154,23:02:07,23,Kent Falls Brook,MID,8,Raccoon,Raccoon,6,1,0,0,
6/3/2022,154,2:46:40,2,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,1,0,
6/3/2022,154,21:32:37,21,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,1,0,
6/3/2022,154,23:22:25,23,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/4/2022,155,11:28:53,11,Kent Falls Brook,DNS,15,Angler,Angler,1,1,0,0,
6/4/2022,155,11:30:06,11,Kent Falls Brook,DNS,15,Angler,Angler,1,1,0,0,
6/4/2022,155,18:36:24,18,Kent Falls Brook,DNS,25,Common Merganser,Common Merganser,3,6,1,0,
6/4/2022,155,16:40:00,16,Kent Falls Brook,DNS,20,Common Merganser,Common Merganser,3,1,1,0,
6/4/2022,155,16:04:22,16,Kent Falls Brook,DNS,17,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/4/2022,155,15:46:27,15,Kent Falls Brook,MID,15,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/4/2022,155,11:12:16,11,Kent Falls Brook,MID,12,Person,Person,5,1,0,0,
6/4/2022,155,11:24:38,11,Kent Falls Brook,MID,12,Person,Person,5,1,0,0,
6/4/2022,155,22:20:48,22,Kent Falls Brook,MID,7,Raccoon,Raccoon,6,1,0,0,
6/4/2022,155,22:30:51,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/4/2022,155,22:40:10,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/4/2022,155,22:49:03,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,9:56:05,9,Kent Falls Brook,MID,10,Common Merganser,Common Merganser,3,16,1,0,
6/5/2022,156,15:47:01,15,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,2,1,0,
6/5/2022,156,12:24:57,12,Kent Falls Brook,DNS,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/5/2022,156,15:47:01,15,Kent Falls Brook,DNS,15,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/5/2022,156,17:43:31,17,Kent Falls Brook,DNS,20,Person,Person,5,1,0,0,
6/5/2022,156,0:25:21,0,Kent Falls Brook,MID,6,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,21:51:05,21,Kent Falls Brook,MID,7,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,21:52:58,21,Kent Falls Brook,MID,7,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,23:03:15,23,Kent Falls Brook,MID,6,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,22:50:46,22,Kent Falls Brook,DNS,8,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,23:23:16,23,Kent Falls Brook,DNS,7,Raccoon,Raccoon,6,1,0,0,
6/5/2022,156,0:45:16,0,Kent Falls Brook,DNS,8,Raccoon,Raccoon,6,1,1,0,
6/5/2022,156,3:48:38,3,Kent Falls Brook,DNS,5,Raccoon,Raccoon,6,1,1,0,
6/5/2022,156,22:11:05,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/6/2022,157,15:17:51,15,Kent Falls Brook,DNS,17,Angler,Angler,1,2,0,0,
6/6/2022,157,9:36:54,9,Kent Falls Brook,MID,10,Angler,Angler,1,1,0,0,
6/6/2022,157,15:11:57,15,Kent Falls Brook,MID,16,Angler,Angler,1,1,0,0,
6/6/2022,157,23:44:41,23,Kent Falls Brook,DNS,10,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/6/2022,157,1:28:39,1,Kent Falls Brook,DNS,5,Raccoon,Raccoon,6,1,0,0,
6/6/2022,157,22:30:24,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/6/2022,157,1:09:37,1,Kent Falls Brook,MID,5,Raccoon,Raccoon,6,1,0,0,
6/6/2022,157,2:06:23,2,Kent Falls Brook,MID,5,Raccoon,Raccoon,6,1,0,0,
6/6/2022,157,22:14:49,22,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/6/2022,157,22:10:21,22,Kent Falls Brook,MID,10,Raccoon,Raccoon,6,1,1,0,
6/6/2022,157,2:26:19,2,Kent Falls Brook,DNS,5,Raccoon,Raccoon,6,1,1,0,
6/7/2022,158,13:08:32,13,Kent Falls Brook,UPS,21,Angler,Angler,1,1,0,0,
6/7/2022,158,3:55:47,3,Kent Falls Brook,DNS,6,Raccoon,Raccoon,6,1,0,0,
6/7/2022,158,3:02:00,3,Kent Falls Brook,MID,5,Raccoon,Raccoon,6,1,1,0,
6/8/2022,159,14:15:24,14,Kent Falls Brook,DNS,15,Angler,Angler,1,2,0,0,
6/8/2022,159,14:14:45,14,Kent Falls Brook,DNS,15,Angler,Angler,1,1,0,0,
6/8/2022,159,14:16:15,14,Kent Falls Brook,DNS,16,Angler,Angler,1,1,0,0,
6/8/2022,159,15:01:34,15,Kent Falls Brook,DNS,16,Angler,Angler,1,1,0,0,
6/8/2022,159,15:02:39,15,Kent Falls Brook,DNS,16,Angler,Angler,1,1,0,0,
6/8/2022,159,15:24:28,15,Kent Falls Brook,DNS,16,Angler,Angler,1,1,0,0,
6/8/2022,159,15:31:56,15,Kent Falls Brook,DNS,16,Angler,Angler,1,1,0,0,
6/8/2022,159,13:53:40,13,Kent Falls Brook,MID,13,Person,Person,5,1,0,0,
6/8/2022,159,22:04:59,22,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/8/2022,159,2:23:06,2,Kent Falls Brook,UPS,15,Raccoon,Raccoon,6,1,0,0,
6/8/2022,159,1:46:16,1,Kent Falls Brook,MID,10,Raccoon,Raccoon,6,1,0,0,
6/8/2022,159,2:04:39,2,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/8/2022,159,2:13:49,2,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/9/2022,160,13:42:06,13,Kent Falls Brook,DNS,16,Common Merganser,Common Merganser,3,24,1,0,
6/9/2022,160,19:28:09,19,Kent Falls Brook,DNS,20,Common Merganser,Common Merganser,3,15,1,0,
6/9/2022,160,11:58:26,11,Kent Falls Brook,UPS,21,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/9/2022,160,11:31:26,11,Kent Falls Brook,MID,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/9/2022,160,11:49:48,11,Kent Falls Brook,DNS,15,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/9/2022,160,21:58:54,21,Kent Falls Brook,DNS,11,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/9/2022,160,2:23:10,2,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/10/2022,161,21:13:30,21,Kent Falls Brook,DNS,12,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/10/2022,161,10:19:11,10,Kent Falls Brook,UPS,17,Person,Person,5,1,0,0,
6/10/2022,161,2:09:52,2,Kent Falls Brook,UPS,12,Raccoon,Raccoon,6,1,0,0,
6/10/2022,161,23:33:40,23,Kent Falls Brook,MID,7,Raccoon,Raccoon,6,1,0,0,
6/10/2022,161,22:30:47,22,Kent Falls Brook,MID,8,Raccoon,Raccoon,6,1,1,0,
6/11/2022,162,12:25:44,12,Kent Falls Brook,UPS,21,Angler,Angler,1,1,0,0,
6/11/2022,162,14:55:12,14,Kent Falls Brook,DNS,16,Common Merganser,Common Merganser,3,18,1,0,
6/11/2022,162,11:29:13,11,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,14,1,0,
6/11/2022,162,18:39:07,18,Kent Falls Brook,DNS,20,Common Merganser,Common Merganser,3,13,1,0,
6/11/2022,162,18:41:46,18,Kent Falls Brook,DNS,20,Common Merganser,Common Merganser,3,11,1,0,
6/11/2022,162,11:16:44,11,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,11,1,0,
6/11/2022,162,11:20:38,11,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,8,1,0,
6/11/2022,162,11:25:18,11,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,6,1,0,
6/11/2022,162,14:35:08,14,Kent Falls Brook,DNS,16,Common Merganser,Common Merganser,3,5,1,0,
6/11/2022,162,14:52:04,14,Kent Falls Brook,DNS,16,Common Merganser,Common Merganser,3,5,1,0,
6/11/2022,162,0:51:00,0,Kent Falls Brook,MID,6,Raccoon,Raccoon,6,1,1,0,
6/12/2022,163,19:06:05,19,Kent Falls Brook,DNS,13,Angler,Angler,1,1,0,0,
6/12/2022,163,19:20:36,19,Kent Falls Brook,DNS,13,Angler,Angler,1,1,0,0,
6/12/2022,163,19:41:01,19,Kent Falls Brook,DNS,13,Angler,Angler,1,1,0,0,
6/12/2022,163,19:56:39,19,Kent Falls Brook,DNS,13,Angler,Angler,1,1,0,0,
6/12/2022,163,9:31:30,9,Kent Falls Brook,DNS,11,Common Merganser,Common Merganser,3,1,1,0,
6/12/2022,163,1:11:45,1,Kent Falls Brook,DNS,8,Raccoon,Raccoon,6,8,0,0,
6/12/2022,163,22:19:30,22,Kent Falls Brook,MID,11,Raccoon,Raccoon,6,1,0,0,
6/12/2022,163,21:15:12,21,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/12/2022,163,22:40:59,22,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/12/2022,163,23:20:16,23,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/13/2022,164,12:40:01,12,Kent Falls Brook,DNS,17,Common Merganser,Common Merganser,3,8,1,0,
6/13/2022,164,23:59:19,23,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/14/2022,165,16:34:48,16,Kent Falls Brook,DNS,20,Angler,Angler,1,2,1,0,
6/14/2022,165,16:36:03,16,Kent Falls Brook,DNS,20,Angler,Angler,1,2,1,0,
6/14/2022,165,10:04:17,10,Kent Falls Brook,MID,12,Angler,Angler,1,1,0,0,
6/14/2022,165,15:25:19,15,Kent Falls Brook,MID,15,Angler,Angler,1,1,0,0,
6/14/2022,165,9:55:13,9,Kent Falls Brook,DNS,12,Angler,Angler,1,1,0,0,
6/14/2022,165,10:19:46,10,Kent Falls Brook,DNS,13,Angler,Angler,1,1,0,0,
6/14/2022,165,15:45:01,15,Kent Falls Brook,DNS,17,Angler,Angler,1,1,0,0,
6/14/2022,165,15:54:32,15,Kent Falls Brook,DNS,17,Angler,Angler,1,1,0,0,
6/14/2022,165,16:07:58,16,Kent Falls Brook,DNS,17,Angler,Angler,1,1,0,0,
6/14/2022,165,16:11:08,16,Kent Falls Brook,DNS,17,Angler,Angler,1,1,0,0,
6/14/2022,165,15:26:06,15,Kent Falls Brook,DNS,17,Angler,Angler,1,1,1,0,
6/14/2022,165,16:32:51,16,Kent Falls Brook,DNS,17,Angler,Angler,1,1,1,0,
6/14/2022,165,16:41:53,16,Kent Falls Brook,DNS,20,Angler,Angler,1,1,1,0,
6/14/2022,165,16:48:30,16,Kent Falls Brook,DNS,20,Angler,Angler,1,1,1,0,
6/14/2022,165,16:58:04,16,Kent Falls Brook,DNS,20,Angler,Angler,1,1,1,0,
6/14/2022,165,17:11:57,17,Kent Falls Brook,DNS,20,Angler,Angler,1,1,1,0,
6/14/2022,165,13:48:23,13,Kent Falls Brook,DNS,16,Common Merganser,Common Merganser,3,4,1,0,
6/14/2022,165,0:30:46,0,Kent Falls Brook,DNS,10,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/14/2022,165,4:15:01,4,Kent Falls Brook,MID,6,Raccoon,Raccoon,6,1,0,0,
6/14/2022,165,23:33:45,23,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/15/2022,166,12:12:22,12,Kent Falls Brook,DNS,17,Common Merganser,Common Merganser,3,2,1,0,
6/15/2022,166,1:23:18,1,Kent Falls Brook,UPS,13,Raccoon,Raccoon,6,1,0,0,
6/15/2022,166,1:04:47,1,Kent Falls Brook,MID,8,Raccoon,Raccoon,6,1,0,0,
6/15/2022,166,1:12:45,1,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/15/2022,166,1:24:42,1,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/15/2022,166,21:24:17,21,Kent Falls Brook,DNS,15,Raccoon,Raccoon,6,1,1,0,
6/15/2022,166,21:30:37,21,Kent Falls Brook,DNS,15,Raccoon,Raccoon,6,1,1,0,
6/15/2022,166,22:56:26,22,Kent Falls Brook,DNS,13,Raccoon,Raccoon,6,1,1,0,
6/17/2022,168,11:36:01,11,Kent Falls Brook,UPS,24,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/17/2022,168,11:37:49,11,Kent Falls Brook,UPS,24,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/17/2022,168,11:46:15,11,Kent Falls Brook,UPS,25,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/17/2022,168,11:51:44,11,Kent Falls Brook,UPS,25,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/17/2022,168,11:00:29,11,Kent Falls Brook,DNS,16,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/17/2022,168,11:26:48,11,Kent Falls Brook,DNS,17,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/17/2022,168,2:33:56,2,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/17/2022,168,4:13:47,4,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/17/2022,168,1:33:58,1,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/17/2022,168,1:49:01,1,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/18/2022,169,1:18:57,1,Kent Falls Brook,MID,10,Raccoon,Raccoon,6,1,0,0,
6/18/2022,169,1:39:56,1,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/18/2022,169,3:43:17,3,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/18/2022,169,22:15:54,22,Kent Falls Brook,DNS,6,Raccoon,Raccoon,6,1,0,0,
6/19/2022,170,0:14:42,0,Kent Falls Brook,UPS,10,Coyote,Carnivore,2,1,0,0,
6/19/2022,170,0:13:37,0,Kent Falls Brook,DNS,5,Coyote,Carnivore,2,1,0,0,
6/19/2022,170,14:21:20,14,Kent Falls Brook,DNS,12,Common Merganser,Common Merganser,3,5,1,0,
6/19/2022,170,14:34:46,14,Kent Falls Brook,DNS,13,Common Merganser,Common Merganser,3,5,1,0,
6/19/2022,170,16:21:41,16,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,5,1,0,
6/19/2022,170,15:38:42,15,Kent Falls Brook,DNS,13,Common Merganser,Common Merganser,3,3,1,0,
6/19/2022,170,17:26:18,17,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,3,1,0,
6/19/2022,170,13:40:54,13,Kent Falls Brook,MID,10,Common Merganser,Common Merganser,3,2,1,0,
6/19/2022,170,16:40:43,16,Kent Falls Brook,DNS,15,Common Merganser,Common Merganser,3,2,1,0,
6/19/2022,170,19:29:03,19,Kent Falls Brook,UPS,18,Person,Person,5,2,0,0,
6/19/2022,170,0:38:16,0,Kent Falls Brook,MID,5,Raccoon,Raccoon,6,1,0,0,
6/19/2022,170,22:56:49,22,Kent Falls Brook,DNS,7,Raccoon,Raccoon,6,1,0,0,
6/19/2022,170,23:27:14,23,Kent Falls Brook,DNS,6,Raccoon,Raccoon,6,1,0,0,
6/20/2022,171,11:56:58,11,Kent Falls Brook,DNS,13,Common Merganser,Common Merganser,3,3,1,0,
6/20/2022,171,11:21:30,11,Kent Falls Brook,DNS,12,Common Merganser,Common Merganser,3,2,1,0,
6/20/2022,171,22:24:34,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,2,0,0,
6/20/2022,171,1:24:17,1,Kent Falls Brook,DNS,5,Raccoon,Raccoon,6,1,0,0,
6/20/2022,171,1:03:11,1,Kent Falls Brook,MID,3,Raccoon,Raccoon,6,1,1,0,
6/21/2022,172,16:54:22,16,Kent Falls Brook,UPS,17,Angler,Angler,1,1,1,0,
6/21/2022,172,0:42:15,0,Kent Falls Brook,UPS,12,Raccoon,Raccoon,6,1,0,0,
6/21/2022,172,1:38:37,1,Kent Falls Brook,DNS,7,Raccoon,Raccoon,6,1,0,0,
6/21/2022,172,3:57:24,3,Kent Falls Brook,DNS,6,Raccoon,Raccoon,6,1,0,0,
6/21/2022,172,19:48:47,19,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/21/2022,172,23:56:47,23,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/21/2022,172,0:25:05,0,Kent Falls Brook,MID,6,Raccoon,Raccoon,6,1,1,0,
6/22/2022,173,21:15:00,21,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/23/2022,174,9:32:55,9,Kent Falls Brook,UPS,15,Person,Person,5,1,0,0,
6/23/2022,174,2:03:41,2,Kent Falls Brook,DNS,7,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,16:25:45,16,Kent Falls Brook,MID,17,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/24/2022,175,16:22:42,16,Kent Falls Brook,MID,17,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/24/2022,175,6:59:10,6,Kent Falls Brook,DNS,10,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/24/2022,175,16:21:07,16,Kent Falls Brook,DNS,21,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/24/2022,175,7:01:16,7,Kent Falls Brook,MID,10,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/24/2022,175,16:22:10,16,Kent Falls Brook,MID,17,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/24/2022,175,3:35:33,3,Kent Falls Brook,MID,8,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,22:35:56,22,Kent Falls Brook,MID,11,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,3:34:47,3,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,3:35:50,3,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,21:09:06,21,Kent Falls Brook,DNS,15,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,22:36:18,22,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,23:30:01,23,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/24/2022,175,21:09:05,21,Kent Falls Brook,MID,12,Raccoon,Raccoon,6,1,1,0,
6/25/2022,176,14:48:47,14,Kent Falls Brook,MID,20,Person,Person,5,1,1,0,wading into refuge
6/25/2022,176,6:59:45,6,Kent Falls Brook,MID,10,Common Merganser,Common Merganser,3,4,1,0,
6/25/2022,176,12:35:28,12,Kent Falls Brook,MID,16,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/25/2022,176,12:33:49,12,Kent Falls Brook,DNS,20,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/25/2022,176,19:10:28,19,Kent Falls Brook,DNS,26,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/25/2022,176,12:34:37,12,Kent Falls Brook,MID,16,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/25/2022,176,19:11:14,19,Kent Falls Brook,MID,21,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/25/2022,176,12:00:55,12,Kent Falls Brook,MID,16,Person,Person,5,1,0,0,
6/25/2022,176,23:18:09,23,Kent Falls Brook,UPS,17,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,23:34:19,23,Kent Falls Brook,UPS,17,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,0:26:49,0,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,2:02:53,2,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,21:28:42,21,Kent Falls Brook,DNS,15,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,21:40:11,21,Kent Falls Brook,DNS,15,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,23:16:28,23,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,23:20:22,23,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,1:07:39,1,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,1:58:37,1,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,2:01:51,2,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,2:02:54,2,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/25/2022,176,1:26:06,1,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,1,0,
6/26/2022,177,18:09:04,18,Kent Falls Brook,DNS,26,Angler,Angler,1,1,1,0,fishing downstream of refuge
6/26/2022,177,18:06:20,18,Kent Falls Brook,MID,23,Angler,Angler,1,1,0,0,fishing into refuge
6/26/2022,177,18:06:51,18,Kent Falls Brook,MID,23,Angler,Angler,1,1,0,0,same as previous; fishing into refuge
6/26/2022,177,18:07:23,18,Kent Falls Brook,MID,23,Angler,Angler,1,1,0,0,same as previous; fishing into refuge
6/26/2022,177,18:18:01,18,Kent Falls Brook,DNS,26,Angler,Angler,1,1,0,0,
6/26/2022,177,18:17:15,18,Kent Falls Brook,MID,23,Angler,Angler,1,1,0,0,
6/26/2022,177,18:11:32,18,Kent Falls Brook,DNS,26,Angler,Angler,1,1,0,0,
6/26/2022,177,18:09:49,18,Kent Falls Brook,DNS,26,Angler,Angler,1,1,1,0,
6/26/2022,177,23:29:41,23,Kent Falls Brook,MID,12,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/26/2022,177,22:59:01,22,Kent Falls Brook,MID,12,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/26/2022,177,21:00:07,21,Kent Falls Brook,DNS,17,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/26/2022,177,19:41:06,19,Kent Falls Brook,MID,20,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/26/2022,177,19:41:33,19,Kent Falls Brook,MID,20,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/26/2022,177,20:57:42,20,Kent Falls Brook,MID,15,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/26/2022,177,22:19:02,22,Kent Falls Brook,MID,13,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/26/2022,177,22:19:41,22,Kent Falls Brook,MID,13,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/26/2022,177,2:01:23,2,Kent Falls Brook,MID,10,Raccoon,Raccoon,6,3,0,0,
6/26/2022,177,1:38:53,1,Kent Falls Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
6/26/2022,177,21:48:05,21,Kent Falls Brook,DNS,15,Raccoon,Raccoon,6,1,1,0,
6/27/2022,178,23:39:15,23,Kent Falls Brook,MID,8,Raccoon,Raccoon,6,1,0,0,
6/27/2022,178,0:08:57,0,Kent Falls Brook,DNS,13,Raccoon,Raccoon,6,1,0,0,
6/27/2022,178,3:18:46,3,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/27/2022,178,3:22:32,3,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,0,0,
6/27/2022,178,22:15:35,22,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/27/2022,178,22:22:04,22,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,0,0,
6/28/2022,179,16:25:35,16,Kent Falls Brook,MID,15,Common Merganser,Common Merganser,3,3,1,0,
6/28/2022,179,2:16:16,2,Kent Falls Brook,DNS,8,Raccoon,Raccoon,6,1,0,0,
6/28/2022,179,21:32:48,21,Kent Falls Brook,UPS,16,Raccoon,Raccoon,6,1,0,0,
6/28/2022,179,21:36:44,21,Kent Falls Brook,DNS,11,Raccoon,Raccoon,6,1,1,0,
6/28/2022,179,22:32:50,22,Kent Falls Brook,DNS,10,Raccoon,Raccoon,6,1,1,0,
6/29/2022,180,15:15:36,15,Kent Falls Brook,MID,17,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/29/2022,180,15:15:02,15,Kent Falls Brook,DNS,20,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/29/2022,180,23:21:13,23,Kent Falls Brook,MID,10,Raccoon,Raccoon,6,1,0,0,
6/29/2022,180,0:14:27,0,Kent Falls Brook,DNS,8,Raccoon,Raccoon,6,1,0,0,
6/29/2022,180,1:03:58,1,Kent Falls Brook,DNS,8,Raccoon,Raccoon,6,1,0,0,
6/29/2022,180,22:28:16,22,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/29/2022,180,23:22:53,23,Kent Falls Brook,DNS,12,Raccoon,Raccoon,6,1,1,0,
6/30/2022,181,21:11:44,21,Kent Falls Brook,MID,13,Great Blue Heron,Great Blue Heron,4,1,0,0,
6/30/2022,181,19:28:51,19,Kent Falls Brook,MID,20,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/30/2022,181,21:10:40,21,Kent Falls Brook,MID,13,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/30/2022,181,15:40:49,15,Kent Falls Brook,DNS,20,Great Blue Heron,Great Blue Heron,4,1,1,0,
6/30/2022,181,2:58:44,2,Kent Falls Brook,MID,8,Raccoon,Raccoon,6,1,0,0,
